"term","frequency","type_","great_area","term_normalize"
"toponímico",10,"ARTICLE","0","toponimico"
"toponímico",59,"BOOK_CHAPTER","0","toponimico"
"toponímicos",42,"BOOK_CHAPTER","0","toponimicos"
"topônimos",38,"BOOK_CHAPTER","0","toponimos"
"topos",38,"BOOK_CHAPTER","0","topos"
"toque",1,"PATENT","0","toque"
"toque",38,"BOOK","0","toque"
"toque",38,"BOOK_CHAPTER","0","toque"
"torá",22,"BOOK","0","tora"
"torácico",8,"ABSTRACT","0","toracico"
"torcedor",38,"BOOK_CHAPTER","0","torcedor"
"torcida",58,"BOOK_CHAPTER","0","torcida"
"torcidas",38,"BOOK_CHAPTER","0","torcidas"
"toré",38,"BOOK_CHAPTER","0","tore"
"toré",78,"BOOK","0","tore"
"torezani",38,"BOOK_CHAPTER","0","torezani"
"torga",42,"BOOK","0","torga"
"torga",42,"BOOK_CHAPTER","0","torga"
"tormes",97,"BOOK_CHAPTER","0","tormes"
"torna",38,"BOOK","0","torna"
"torna",39,"BOOK_CHAPTER","0","torna"
"tornando",22,"BOOK_CHAPTER","0","tornando"
"tornar",8,"ARTICLE","0","tornar"
"tornar",511,"BOOK_CHAPTER","0","tornar"
"tornarem",39,"BOOK_CHAPTER","0","tornarem"
"tornei",38,"BOOK_CHAPTER","0","tornei"
"torno",8,"SPEAKER","0","torno"
"torno",16,"ABSTRACT","0","torno"
"torno",42,"ARTICLE","0","torno"
"torno",195,"BOOK","0","torno"
"torno",1432,"BOOK_CHAPTER","0","torno"
"tornozelo",21,"BOOK_CHAPTER","0","tornozelo"
"torquatus",15,"ARTICLE","0","torquatus"
"torque",76,"BOOK_CHAPTER","0","torque"
"torre",38,"BOOK","0","torre"
"torre",80,"BOOK_CHAPTER","0","torre"
"torrenciais",30,"BOOK_CHAPTER","0","torrenciais"
"torrencialmente",38,"BOOK_CHAPTER","0","torrencialmente"
"torrentes",21,"BOOK","0","torrentes"
"torres",10,"SPEAKER","0","torres"
"torres",21,"ARTICLE","0","torres"
"torres",101,"BOOK","0","torres"
"torres",475,"BOOK_CHAPTER","0","torres"
"torrundê",21,"BOOK_CHAPTER","0","torrunde"
"torsional",8,"ARTICLE","0","torsional"
"torsional",86,"BOOK_CHAPTER","0","torsional"
"torta",1,"PATENT","0","torta"
"torta",25,"ARTICLE","0","torta"
"torta",77,"BOOK_CHAPTER","0","torta"
"torto",14,"BOOK","0","torto"
"torto",57,"BOOK_CHAPTER","0","torto"
"tortuosos",38,"BOOK_CHAPTER","0","tortuosos"
"tortura",113,"BOOK_CHAPTER","0","tortura"
"torturador",38,"BOOK_CHAPTER","0","torturador"
"torturados",39,"BOOK","0","torturados"
"tosse",30,"BOOK_CHAPTER","0","tosse"
"tosses",38,"BOOK","0","tosses"
"tostoens",38,"BOOK_CHAPTER","0","tostoens"
"tota",39,"BOOK_CHAPTER","0","tota"
"totais",21,"BOOK_CHAPTER","0","totais"
"totais",22,"ARTICLE","0","totais"
"total",11,"ABSTRACT","0","total"
"total",39,"BOOK","0","total"
"total",123,"ARTICLE","0","total"
"total",345,"BOOK_CHAPTER","0","total"
"totalidade",78,"BOOK_CHAPTER","0","totalidade"
"totalitaria",38,"BOOK","0","totalitaria"
"totalmente",39,"BOOK_CHAPTER","0","totalmente"
"totem",19,"BOOK_CHAPTER","0","totem"
"totemismo",38,"BOOK_CHAPTER","0","totemismo"
"toughness",53,"BOOK_CHAPTER","0","toughness"
"touradas",67,"BOOK_CHAPTER","0","touradas"
"tourism",17,"ARTICLE","0","tourism"
"tourism",77,"BOOK_CHAPTER","0","tourism"
"tourist",12,"ARTICLE","0","tourist"
"tourist",38,"BOOK_CHAPTER","0","tourist"
"touro",14,"ARTICLE","0","touro"
"touro",21,"BOOK_CHAPTER","0","touro"
"touros",37,"BOOK_CHAPTER","0","touros"
"toute",37,"BOOK_CHAPTER","0","toute"
"tovomita",16,"ARTICLE","0","tovomita"
"toward",19,"ARTICLE","0","toward"
"toward",60,"BOOK_CHAPTER","0","toward"
"towards",36,"ARTICLE","0","towards"
"towards",37,"BOOK_CHAPTER","0","towards"
"towards",42,"BOOK","0","towards"
"towns",38,"BOOK_CHAPTER","0","towns"
"toxic",34,"ARTICLE","0","toxic"
"toxic",75,"BOOK_CHAPTER","0","toxic"
"tóxica",38,"BOOK_CHAPTER","0","toxica"
"tóxicas",31,"BOOK","0","toxicas"
"tóxicas",70,"BOOK_CHAPTER","0","toxicas"
"toxicidade",1,"PATENT","0","toxicidade"
"toxicidade",13,"ARTICLE","0","toxicidade"
"toxicidade",38,"BOOK","0","toxicidade"
"toxicidade",208,"BOOK_CHAPTER","0","toxicidade"
"toxicity",79,"ARTICLE","0","toxicity"
"toxicologia",13,"ABSTRACT","0","toxicologia"
"toxicologia",78,"BOOK_CHAPTER","0","toxicologia"
"toxicologia ocupacional",1,"AREA"," farmácia ; toxicologia clínica ","0"
"toxicológica",38,"BOOK_CHAPTER","0","toxicologica"
"toxicological",10,"ARTICLE","0","toxicological"
"toxicological",133,"BOOK_CHAPTER","0","toxicological"
"toxicomania",114,"BOOK_CHAPTER","0","toxicomania"
"toxicomanias",38,"BOOK","0","toxicomanias"
"toxicomanias",228,"BOOK_CHAPTER","0","toxicomanias"
"toxicômano",38,"BOOK_CHAPTER","0","toxicomano"
"tóxicos",1,"PATENT","0","toxicos"
"tóxicos",77,"BOOK_CHAPTER","0","toxicos"
"toxin",16,"ARTICLE","0","toxin"
"toxinas",2,"PATENT","0","toxinas"
"toxinas",21,"BOOK_CHAPTER","0","toxinas"
"toxinologia",37,"BOOK_CHAPTER","0","toxinologia"
"toxoplasma",154,"ARTICLE","0","toxoplasma"
"toxoplasmatinae",18,"ARTICLE","0","toxoplasmatinae"
"toxoplasmose",10,"ARTICLE","0","toxoplasmose"
"toxoplasmose",31,"BOOK_CHAPTER","0","toxoplasmose"
"toxoplasmosis",14,"ARTICLE","0","toxoplasmosis"
"toyobo",21,"BOOK_CHAPTER","0","toyobo"
"toyotismo",37,"BOOK","0","toyotismo"
"trabaho",30,"BOOK_CHAPTER","0","trabaho"
"trabahos",36,"BOOK","0","trabahos"
"trabajadoras",60,"BOOK_CHAPTER","0","trabajadoras"
"trabajadores",38,"BOOK_CHAPTER","0","trabajadores"
"trabajadores",39,"BOOK","0","trabajadores"
"trabajar",76,"BOOK_CHAPTER","0","trabajar"
"trabajo",18,"ARTICLE","0","trabajo"
"trabajo",33,"SPEAKER","0","trabajo"
"trabajo",60,"BOOK","0","trabajo"
"trabajo",100,"BOOK_CHAPTER","0","trabajo"
"trabajos",21,"BOOK","0","trabajos"
"trabalha",114,"ABSTRACT","0","trabalha"
"trabalhabilidade",39,"BOOK_CHAPTER","0","trabalhabilidade"
"trabalhado",13,"ABSTRACT","0","trabalhado"
"trabalhado",39,"BOOK_CHAPTER","0","trabalhado"
"trabalhador",39,"SPEAKER","0","trabalhador"
"trabalhador",49,"ARTICLE","0","trabalhador"
"trabalhador",66,"ABSTRACT","0","trabalhador"
"trabalhador",254,"BOOK","0","trabalhador"
"trabalhador",629,"BOOK_CHAPTER","0","trabalhador"
"trabalhadora",12,"ARTICLE","0","trabalhadora"
"trabalhadora",38,"BOOK","0","trabalhadora"
"trabalhadora",259,"BOOK_CHAPTER","0","trabalhadora"
"trabalhadoras",49,"ARTICLE","0","trabalhadoras"
"trabalhadoras",626,"BOOK_CHAPTER","0","trabalhadoras"
"trabalhadore",76,"BOOK_CHAPTER","0","trabalhadore"
"trabalhadores",22,"ABSTRACT","0","trabalhadores"
"trabalhadores",40,"SPEAKER","0","trabalhadores"
"trabalhadores",222,"ARTICLE","0","trabalhadores"
"trabalhadores",433,"BOOK","0","trabalhadores"
"trabalhadores",2771,"BOOK_CHAPTER","0","trabalhadores"
"trabalhando",8,"ARTICLE","0","trabalhando"
"trabalhando",57,"ABSTRACT","0","trabalhando"
"trabalhando",60,"BOOK","0","trabalhando"
"trabalhando",243,"BOOK_CHAPTER","0","trabalhando"
"trabalhar",9,"ARTICLE","0","trabalhar"
"trabalhar",10,"ABSTRACT","0","trabalhar"
"trabalhar",75,"BOOK","0","trabalhar"
"trabalhar",179,"BOOK_CHAPTER","0","trabalhar"
"trabalhei",11,"ABSTRACT","0","trabalhei"
"trabalhismo",38,"BOOK_CHAPTER","0","trabalhismo"
"trabalhista",10,"ARTICLE","0","trabalhista"
"trabalhista",15,"ABSTRACT","0","trabalhista"
"trabalhista",101,"BOOK","0","trabalhista"
"trabalhista",302,"BOOK_CHAPTER","0","trabalhista"
"trabalhistas",11,"ARTICLE","0","trabalhistas"
"trabalhistas",37,"BOOK","0","trabalhistas"
"trabalhistas",208,"BOOK_CHAPTER","0","trabalhistas"
"trabalho",577,"SPEAKER","0","trabalho"
"trabalho",731,"ABSTRACT","0","trabalho"
"trabalho",894,"ARTICLE","0","trabalho"
"trabalho",5758,"BOOK","0","trabalho"
"trabalho",20063,"BOOK_CHAPTER","0","trabalho"
"trabalho infantil",1,"AREA"," sociologia ; pesquisa em educação ","0"
"trabalho pedagógico",1,"AREA"," educação física ; prática de ensino ","0"
"trabalhor",37,"BOOK","0","trabalhor"
"trabalhos",23,"SPEAKER","0","trabalhos"
"trabalhos",35,"ARTICLE","0","trabalhos"
"trabalhos",283,"ABSTRACT","0","trabalhos"
"trabalhos",781,"BOOK","0","trabalhos"
"trabalhos",961,"BOOK_CHAPTER","0","trabalhos"
"trabalhou",121,"ABSTRACT","0","trabalhou"
"trabalo",37,"BOOK_CHAPTER","0","trabalo"
"traçado",39,"BOOK_CHAPTER","0","tracado"
"traçador",38,"BOOK","0","tracador"
"traçados",34,"BOOK_CHAPTER","0","tracados"
"traçando",38,"BOOK","0","tracando"
"traçando",118,"BOOK_CHAPTER","0","tracando"
"tração",57,"BOOK_CHAPTER","0","tracao"
"traçaram",21,"BOOK","0","tracaram"
"trace",38,"BOOK_CHAPTER","0","trace"
"trace",67,"ARTICLE","0","trace"
"tracejado",21,"BOOK_CHAPTER","0","tracejado"
"tracejando",39,"BOOK_CHAPTER","0","tracejando"
"tracheal",12,"ARTICLE","0","tracheal"
"trachoma",39,"BOOK_CHAPTER","0","trachoma"
"track",20,"BOOK_CHAPTER","0","track"
"tracker",150,"BOOK_CHAPTER","0","tracker"
"tracking",1,"PATENT","0","tracking"
"tracking",14,"ARTICLE","0","tracking"
"tracking",37,"BOOK_CHAPTER","0","tracking"
"traço",144,"BOOK_CHAPTER","0","traco"
"traços",14,"ARTICLE","0","tracos"
"traços",21,"ABSTRACT","0","tracos"
"traços",39,"BOOK","0","tracos"
"traços",527,"BOOK_CHAPTER","0","tracos"
"tract",38,"BOOK_CHAPTER","0","tract"
"tract",56,"ARTICLE","0","tract"
"trad",21,"BOOK_CHAPTER","0","trad"
"trade",19,"ARTICLE","0","trade"
"trade",38,"BOOK_CHAPTER","0","trade"
"tradescantia",101,"BOOK_CHAPTER","0","tradescantia"
"tradição",26,"ABSTRACT","0","tradicao"
"tradição",34,"SPEAKER","0","tradicao"
"tradição",67,"ARTICLE","0","tradicao"
"tradição",539,"BOOK","0","tradicao"
"tradição",1834,"BOOK_CHAPTER","0","tradicao"
"tradicionais",34,"SPEAKER","0","tradicionais"
"tradicionais",78,"ARTICLE","0","tradicionais"
"tradicionais",84,"ABSTRACT","0","tradicionais"
"tradicionais",568,"BOOK","0","tradicionais"
"tradicionais",2256,"BOOK_CHAPTER","0","tradicionais"
"tradicional",15,"ABSTRACT","0","tradicional"
"tradicional",42,"ARTICLE","0","tradicional"
"tradicional",176,"BOOK","0","tradicional"
"tradicional",892,"BOOK_CHAPTER","0","tradicional"
"tradicionales",68,"BOOK_CHAPTER","0","tradicionales"
"tradicionalmente",38,"BOOK","0","tradicionalmente"
"tradicões",30,"BOOK_CHAPTER","0","tradicoes"
"tradições",12,"SPEAKER","0","tradicoes"
"tradições",13,"ARTICLE","0","tradicoes"
"tradições",20,"ABSTRACT","0","tradicoes"
"tradições",356,"BOOK","0","tradicoes"
"tradições",536,"BOOK_CHAPTER","0","tradicoes"
"tradition",37,"BOOK_CHAPTER","0","tradition"
"traditional",30,"BOOK_CHAPTER","0","traditional"
"traditional",50,"ARTICLE","0","traditional"
"traditionelle",37,"BOOK_CHAPTER","0","traditionelle"
"traditions",38,"BOOK_CHAPTER","0","traditions"
"tradução",1,"AREA"," letras ; legendagem ","0"
"tradução",1,"AREA"," lingüística ; ensino aprendizagem de língua estrangeira ","0"
"tradução",1,"AREA"," lingüística ; ensino de tradução ","0"
"tradução",1,"AREA"," lingüística ; fonologia ","0"
"tradução",1,"AREA"," lingüística ; lingua inglesa ","0"
"tradução",51,"SPEAKER","0","traducao"
"tradução",63,"ARTICLE","0","traducao"
"tradução",97,"ABSTRACT","0","traducao"
"tradução",161,"BOOK","0","traducao"
"tradução",1127,"BOOK_CHAPTER","0","traducao"
"tradução técnica",1,"AREA"," letras ; língua e literatura alemã ","0"
"traduccion",21,"BOOK_CHAPTER","0","traduccion"
"traducción",21,"BOOK_CHAPTER","0","traduccion"
"traducción",38,"BOOK","0","traduccion"
"traduções",9,"ARTICLE","0","traducoes"
"traduções",59,"BOOK","0","traducoes"
"traduções",192,"BOOK_CHAPTER","0","traducoes"
"traduction",37,"BOOK_CHAPTER","0","traduction"
"traduction",38,"BOOK","0","traduction"
"tradutor",10,"ABSTRACT","0","tradutor"
"tradutor",60,"BOOK_CHAPTER","0","tradutor"
"tradutora",12,"ABSTRACT","0","tradutora"
"tradutoras",76,"BOOK_CHAPTER","0","tradutoras"
"tradutores",27,"SPEAKER","0","tradutores"
"tradutores",76,"BOOK_CHAPTER","0","tradutores"
"traduzida",58,"BOOK","0","traduzida"
"traduzidas",38,"BOOK_CHAPTER","0","traduzidas"
"traduzidos",21,"BOOK_CHAPTER","0","traduzidos"
"traduzione",68,"BOOK","0","traduzione"
"traduzir",8,"ARTICLE","0","traduzir"
"traduzir",38,"BOOK","0","traduzir"
"traduzir",38,"BOOK_CHAPTER","0","traduzir"
"tráfego",58,"BOOK_CHAPTER","0","trafego"
"traffic",13,"ARTICLE","0","traffic"
"traficante",39,"BOOK","0","traficante"
"traficar",21,"BOOK_CHAPTER","0","traficar"
"tráfico",19,"ARTICLE","0","trafico"
"tráfico",80,"BOOK","0","trafico"
"tráfico",523,"BOOK_CHAPTER","0","trafico"
"tragédia",119,"BOOK","0","tragedia"
"tragédia",215,"BOOK_CHAPTER","0","tragedia"
"tragédie",21,"BOOK","0","tragedie"
"tragetória",38,"BOOK_CHAPTER","0","tragetoria"
"tragetórias",38,"BOOK","0","tragetorias"
"trágica",60,"BOOK_CHAPTER","0","tragica"
"tragicidade",37,"BOOK","0","tragicidade"
"tragico",38,"BOOK_CHAPTER","0","tragico"
"trágico",10,"ARTICLE","0","tragico"
"trágico",97,"BOOK_CHAPTER","0","tragico"
"trágicos",39,"BOOK_CHAPTER","0","tragicos"
"trailer",21,"BOOK","0","trailer"
"training",156,"ARTICLE","0","training"
"training",176,"BOOK_CHAPTER","0","training"
"trainingsprogramm",38,"BOOK_CHAPTER","0","trainingsprogramm"
"trais",43,"BOOK","0","trais"
"trait",24,"ARTICLE","0","trait"
"traits",123,"ARTICLE","0","traits"
"trajectorias",37,"BOOK_CHAPTER","0","trajectorias"
"trajectórias",38,"BOOK","0","trajectorias"
"trajectories",9,"BOOK","0","trajectories"
"trajectories",42,"BOOK_CHAPTER","0","trajectories"
"trajes",37,"BOOK_CHAPTER","0","trajes"
"trajetoria",75,"BOOK_CHAPTER","0","trajetoria"
"trajetória",14,"SPEAKER","0","trajetoria"
"trajetória",32,"ABSTRACT","0","trajetoria"
"trajetória",133,"ARTICLE","0","trajetoria"
"trajetória",738,"BOOK","0","trajetoria"
"trajetória",3897,"BOOK_CHAPTER","0","trajetoria"
"trajetorias",20,"BOOK_CHAPTER","0","trajetorias"
"trajetórias",32,"ABSTRACT","0","trajetorias"
"trajetórias",32,"SPEAKER","0","trajetorias"
"trajetórias",59,"ARTICLE","0","trajetorias"
"trajetórias",1555,"BOOK","0","trajetorias"
"trajetórias",2542,"BOOK_CHAPTER","0","trajetorias"
"trajetórias e órbitas",1,"AREA"," engenharia aeroespacial ; materiais magnéticos e propriedades magnéticas ","0"
"trajetório",22,"BOOK_CHAPTER","0","trajetorio"
"trajetos",43,"BOOK","0","trajetos"
"trajetos",78,"BOOK_CHAPTER","0","trajetos"
"trajtória",39,"BOOK_CHAPTER","0","trajtoria"
"trama",81,"BOOK","0","trama"
"trama",158,"BOOK_CHAPTER","0","trama"
"tramas",18,"ARTICLE","0","tramas"
"tramas",486,"BOOK","0","tramas"
"tramas",759,"BOOK_CHAPTER","0","tramas"
"tramitação",38,"BOOK_CHAPTER","0","tramitacao"
"trâmite",38,"BOOK_CHAPTER","0","tramite"
"tramo",38,"BOOK_CHAPTER","0","tramo"
"trampolim",39,"BOOK_CHAPTER","0","trampolim"
"trançado",21,"BOOK","0","trancado"
"trançado",38,"BOOK_CHAPTER","0","trancado"
"trançados",74,"BOOK","0","trancados"
"trançando",77,"BOOK_CHAPTER","0","trancando"
"trance",38,"BOOK_CHAPTER","0","trance"
"trancos",31,"BOOK_CHAPTER","0","trancos"
"trangênera",39,"BOOK_CHAPTER","0","trangenera"
"tranquilino",76,"BOOK_CHAPTER","0","tranquilino"
"tranquillino",37,"BOOK","0","tranquillino"
"tranquillino",37,"BOOK_CHAPTER","0","tranquillino"
"trans",17,"SPEAKER","0","trans"
"trans",29,"ARTICLE","0","trans"
"trans",350,"BOOK","0","trans"
"trans",719,"BOOK_CHAPTER","0","trans"
"transação",76,"BOOK_CHAPTER","0","transacao"
"transamazônia",38,"BOOK_CHAPTER","0","transamazonia"
"transatlânticos",60,"BOOK_CHAPTER","0","transatlanticos"
"transatlatico",38,"BOOK_CHAPTER","0","transatlatico"
"transbordam",30,"BOOK_CHAPTER","0","transbordam"
"transcende",115,"BOOK_CHAPTER","0","transcende"
"transcendem",39,"BOOK_CHAPTER","0","transcendem"
"transcendência",39,"BOOK","0","transcendencia"
"transcendência",39,"BOOK_CHAPTER","0","transcendencia"
"transcendental",21,"BOOK_CHAPTER","0","transcendental"
"transciclopédia",38,"BOOK","0","transciclopedia"
"transclasse",37,"BOOK_CHAPTER","0","transclasse"
"transcolonial",39,"BOOK_CHAPTER","0","transcolonial"
"transconstitucional",21,"BOOK_CHAPTER","0","transconstitucional"
"transcraniana",21,"BOOK_CHAPTER","0","transcraniana"
"transcrição",77,"BOOK_CHAPTER","0","transcricao"
"transcription",8,"ARTICLE","0","transcription"
"transcriptome",9,"ARTICLE","0","transcriptome"
"transcritasem",22,"BOOK_CHAPTER","0","transcritasem"
"transcultural",21,"BOOK","0","transcultural"
"transcultural",32,"ARTICLE","0","transcultural"
"transcultural",156,"BOOK_CHAPTER","0","transcultural"
"transculturales",39,"BOOK","0","transculturales"
"transculturalidade",77,"BOOK","0","transculturalidade"
"transcurso",21,"BOOK_CHAPTER","0","transcurso"
"transdiciplinar",37,"BOOK_CHAPTER","0","transdiciplinar"
"transdisciplinar",10,"ABSTRACT","0","transdisciplinar"
"transdisciplinar",12,"ARTICLE","0","transdisciplinar"
"transdisciplinar",46,"SPEAKER","0","transdisciplinar"
"transdisciplinar",150,"BOOK","0","transdisciplinar"
"transdisciplinar",287,"BOOK_CHAPTER","0","transdisciplinar"
"transdisciplinares",14,"ABSTRACT","0","transdisciplinares"
"transdisciplinares",15,"SPEAKER","0","transdisciplinares"
"transdisciplinares",21,"BOOK_CHAPTER","0","transdisciplinares"
"transdisciplinares",34,"BOOK","0","transdisciplinares"
"transdisciplinaridade",9,"SPEAKER","0","transdisciplinaridade"
"transdisciplinaridade",75,"BOOK","0","transdisciplinaridade"
"transdisciplinaridade",84,"BOOK_CHAPTER","0","transdisciplinaridade"
"transe",8,"SPEAKER","0","transe"
"transe",37,"BOOK","0","transe"
"transe",144,"BOOK_CHAPTER","0","transe"
"transescalar",38,"BOOK_CHAPTER","0","transescalar"
"transesterification",38,"BOOK_CHAPTER","0","transesterification"
"transexuais",9,"ARTICLE","0","transexuais"
"transexuais",257,"BOOK_CHAPTER","0","transexuais"
"transexual",76,"BOOK_CHAPTER","0","transexual"
"transexualidade",37,"BOOK","0","transexualidade"
"transexualidade",284,"BOOK_CHAPTER","0","transexualidade"
"transexualidades",38,"BOOK_CHAPTER","0","transexualidades"
"transexualidades",59,"BOOK","0","transexualidades"
"transfer",56,"ARTICLE","0","transfer"
"transfer",91,"BOOK_CHAPTER","0","transfer"
"transferability",15,"ARTICLE","0","transferability"
"transferência",17,"SPEAKER","0","transferencia"
"transferência",31,"ARTICLE","0","transferencia"
"transferência",49,"ABSTRACT","0","transferencia"
"transferência",75,"BOOK","0","transferencia"
"transferência",216,"BOOK_CHAPTER","0","transferencia"
"transferência de calor",1,"AREA"," engenharia mecânica ; redes neurais artificiais ","0"
"transferências",21,"BOOK_CHAPTER","0","transferencias"
"transfers",60,"BOOK_CHAPTER","0","transfers"
"transfiguração",124,"BOOK_CHAPTER","0","transfiguracao"
"transfigurada",37,"BOOK_CHAPTER","0","transfigurada"
"transfobia",60,"BOOK_CHAPTER","0","transfobia"
"transform",8,"ARTICLE","0","transform"
"transformação",15,"ABSTRACT","0","transformacao"
"transformação",37,"SPEAKER","0","transformacao"
"transformação",57,"ARTICLE","0","transformacao"
"transformação",561,"BOOK","0","transformacao"
"transformação",1280,"BOOK_CHAPTER","0","transformacao"
"transformación",40,"BOOK_CHAPTER","0","transformacion"
"transformaciones",30,"BOOK","0","transformaciones"
"transformações",19,"ABSTRACT","0","transformacoes"
"transformações",33,"SPEAKER","0","transformacoes"
"transformações",40,"ARTICLE","0","transformacoes"
"transformações",306,"BOOK","0","transformacoes"
"transformações",856,"BOOK_CHAPTER","0","transformacoes"
"transformada",1,"PATENT","0","transformada"
"transformada",37,"BOOK_CHAPTER","0","transformada"
"transformado",21,"BOOK_CHAPTER","0","transformado"
"transformador",136,"BOOK_CHAPTER","0","transformador"
"transformadora",38,"BOOK","0","transformadora"
"transformadora",98,"BOOK_CHAPTER","0","transformadora"
"transformadores",37,"BOOK_CHAPTER","0","transformadores"
"transformadores",75,"BOOK","0","transformadores"
"transformam",38,"BOOK_CHAPTER","0","transformam"
"transformando",9,"SPEAKER","0","transformando"
"transformando",96,"BOOK_CHAPTER","0","transformando"
"transformar",10,"SPEAKER","0","transformar"
"transformar",38,"BOOK_CHAPTER","0","transformar"
"transformar",154,"BOOK","0","transformar"
"transformarem",38,"BOOK_CHAPTER","0","transformarem"
"transformation",24,"ARTICLE","0","transformation"
"transformation",112,"BOOK_CHAPTER","0","transformation"
"transformations",8,"ARTICLE","0","transformations"
"transformismo",30,"BOOK","0","transformismo"
"transfronteira",20,"BOOK","0","transfronteira"
"transfusão",36,"BOOK_CHAPTER","0","transfusao"
"transfusões",39,"BOOK","0","transfusoes"
"transgender",36,"ARTICLE","0","transgender"
"transgênera",38,"BOOK","0","transgenera"
"transgeneridades",38,"BOOK_CHAPTER","0","transgeneridades"
"transgênero",114,"BOOK_CHAPTER","0","transgenero"
"transgêneros",114,"BOOK_CHAPTER","0","transgeneros"
"transgenic",22,"ARTICLE","0","transgenic"
"transgênico",38,"BOOK_CHAPTER","0","transgenico"
"transgênicos",60,"BOOK_CHAPTER","0","transgenicos"
"transgenitalização",38,"BOOK_CHAPTER","0","transgenitalizacao"
"transgeracionalidade",74,"BOOK_CHAPTER","0","transgeracionalidade"
"transgredindo",38,"BOOK_CHAPTER","0","transgredindo"
"transgredir",40,"BOOK_CHAPTER","0","transgredir"
"transgressão",9,"ARTICLE","0","transgressao"
"transgressão",118,"BOOK","0","transgressao"
"transgressão",161,"BOOK_CHAPTER","0","transgressao"
"transgression",19,"BOOK_CHAPTER","0","transgression"
"transgressões",78,"BOOK","0","transgressoes"
"transgressor",38,"BOOK_CHAPTER","0","transgressor"
"transgressoras",148,"BOOK_CHAPTER","0","transgressoras"
"transhumana",58,"BOOK","0","transhumana"
"transiarte",38,"BOOK_CHAPTER","0","transiarte"
"transição",1,"PATENT","0","transicao"
"transição",19,"ABSTRACT","0","transicao"
"transição",56,"ARTICLE","0","transicao"
"transição",189,"BOOK","0","transicao"
"transição",2326,"BOOK_CHAPTER","0","transicao"
"transições",8,"ARTICLE","0","transicoes"
"transições",76,"BOOK","0","transicoes"
"transições",115,"BOOK_CHAPTER","0","transicoes"
"transientes",38,"BOOK_CHAPTER","0","transientes"
"transindividualidade",38,"BOOK_CHAPTER","0","transindividualidade"
"transistor",21,"BOOK_CHAPTER","0","transistor"
"transitando",26,"BOOK_CHAPTER","0","transitando"
"transition",59,"ARTICLE","0","transition"
"transitional",11,"ARTICLE","0","transitional"
"transitions",11,"ARTICLE","0","transitions"
"transitions",37,"BOOK","0","transitions"
"transitions",58,"BOOK_CHAPTER","0","transitions"
"transitiva",74,"BOOK_CHAPTER","0","transitiva"
"transitividade",110,"BOOK_CHAPTER","0","transitividade"
"transito",20,"BOOK_CHAPTER","0","transito"
"trânsito",13,"ABSTRACT","0","transito"
"trânsito",14,"SPEAKER","0","transito"
"trânsito",42,"ARTICLE","0","transito"
"trânsito",151,"BOOK","0","transito"
"trânsito",801,"BOOK_CHAPTER","0","transito"
"transitória",22,"BOOK_CHAPTER","0","transitoria"
"transitórias",68,"BOOK","0","transitorias"
"transitoriedade",38,"BOOK_CHAPTER","0","transitoriedade"
"transitório",21,"BOOK_CHAPTER","0","transitorio"
"transitórios eletromagnéticos",1,"AREA"," engenharia elétrica ; geração da energia elétrica ","0"
"trânsitos",8,"ARTICLE","0","transitos"
"trânsitos",13,"SPEAKER","0","transitos"
"trânsitos",59,"BOOK","0","transitos"
"trânsitos",326,"BOOK_CHAPTER","0","transitos"
"translate",37,"BOOK_CHAPTER","0","translate"
"translation",38,"BOOK","0","translation"
"transmidia",38,"BOOK_CHAPTER","0","transmidia"
"transmídia",38,"BOOK","0","transmidia"
"transmídia",76,"BOOK_CHAPTER","0","transmidia"
"transmidiação",37,"BOOK_CHAPTER","0","transmidiacao"
"transmissão",18,"SPEAKER","0","transmissao"
"transmissão",23,"ABSTRACT","0","transmissao"
"transmissão",39,"ARTICLE","0","transmissao"
"transmissão",44,"BOOK","0","transmissao"
"transmissão",492,"BOOK_CHAPTER","0","transmissao"
"transmissão da energia elétrica, distribuição da energia elétrica",1,"AREA"," engenharia elétrica ; geração da energia elétrica ","0"
"transmissão da energia elétrica, distribuição da energia elétrica",1,"AREA"," engenharia elétrica ; medição, controle, correção e proteção de sistemas elétricos  de potência ","0"
"transmissão da energia elétrica, distribuição da energia elétrica",1,"AREA"," engenharia elétrica ; teoria geral dos circuitos elétricos ","0"
"transmission",31,"BOOK_CHAPTER","0","transmission"
"transmission",59,"ARTICLE","0","transmission"
"transmissíveis",10,"ABSTRACT","0","transmissiveis"
"transmissíveis",35,"ARTICLE","0","transmissiveis"
"transmissíveis",475,"BOOK_CHAPTER","0","transmissiveis"
"transmissível",21,"BOOK_CHAPTER","0","transmissivel"
"transmitância",1,"PATENT","0","transmitancia"
"transmitidos",38,"BOOK_CHAPTER","0","transmitidos"
"transmitted",19,"ARTICLE","0","transmitted"
"transmoderna",78,"BOOK_CHAPTER","0","transmoderna"
"transmoderno",38,"BOOK_CHAPTER","0","transmoderno"
"transnacionais",38,"BOOK_CHAPTER","0","transnacionais"
"transnacional",76,"BOOK_CHAPTER","0","transnacional"
"transnacionalização",38,"BOOK_CHAPTER","0","transnacionalizacao"
"transnacionalização",183,"BOOK","0","transnacionalizacao"
"transnational",20,"BOOK_CHAPTER","0","transnational"
"transparência",12,"ARTICLE","0","transparencia"
"transparência",174,"BOOK_CHAPTER","0","transparencia"
"transparências",21,"BOOK","0","transparencias"
"transparente",23,"BOOK_CHAPTER","0","transparente"
